epoch,year,xfg_price,oracle_price,oracle_stale,redemption_price,heat_price,peg_deviation,swap_volume,total_fees,cd_pool,swf_balance,yem_reserve,treasury,heat_supply,pool_xfg,pool_heat,cd_locked,cd_apy_mean,cd_apy_min,bonds_outstanding,bond_migrations_remaining,xfg_burned,heat_burned_lifetime,lag_complete,organic_rate,rolling_avg_rate,payout_queue_len,solvent
0,0,3.561740006912659,3.5357741312747915,0,0.4468611232896671,1.5815884753925082,0.0010053641724735258,4683.381545191979,46.83381545191979,0.0,39.808743134131824,0.0,30237.64503692151,89242.69962089977,4959.437374394014,11168.661622786069,80851.48358192497,0.017971459026147742,0.01797145902614762,0.0,50000,176.9065466200133,0.0,0,0.0,0.0,0,1
1,0,4.030794414591396,4.039497161425636,0,0.39113779187367465,1.633176474077771,0.03365599625175375,3708.7895859370265,37.08789585937026,0.0,71.33345461459655,0.0,30571.30939608802,90295.40823258013,4737.911660653099,11693.499240106334,80947.53730309298,0.03216492039385709,0.032164920393857224,0.0,50000,457.60238977525137,0.0,0,0.0,0.0,0,1
2,0,3.852826603491332,3.826725863832435,0,0.4128855988700593,1.5661980878056043,0.008735387464807436,2758.6622197524143,27.586622197524143,0.0,94.78208348249207,0.0,30543.17603779583,90193.27027666534,4745.801690940887,11674.609458481658,81305.72275270613,0.04254984680024655,0.04254984680024648,0.0,50000,457.60238977525137,102.13795591477952,1,0.0,0.0,0,1
3,0,3.8317038863933344,3.79415462422969,0,0.4164300500327607,1.6178673813869113,0.02396669708032358,5333.401619046588,53.33401619046588,0.0,96.96154037055527,0.1066680323809318,30571.43071709422,90348.9217763957,4837.015098121415,11455.827444970702,81716.95083456783,3.8548887049587437,3.854888704958763,0.0,50000,484.26939787048434,110.1380583433494,1,0.0005221341779963192,0.0005221341779963192,0,1
4,0,3.9528463183853204,3.909534461943683,0,0.40414018993312045,1.633591642242716,0.033918760913111294,7648.894935884143,76.48894935884142,0.0,105.99350721260822,1.0752550907303429,30764.37336871748,91119.11665769112,4785.781475454003,11580.28616005511,82018.95891842405,4.676082108152957,4.676082108152934,0.0,50000,726.4161624578371,110.1380583433494,1,0.0007460611582248172,0.0006340976681105682,0,1
5,0,3.7489876728428952,3.729803404381438,0,0.42361482059455413,1.5943578285259028,0.009087233244242232,4934.345502747064,49.34345502747064,0.0,99.44513872080444,1.0752550907303429,30748.19529416697,91134.17232514443,4854.972886448933,11416.0279315164,82297.44944892805,4.29721897274248,4.297218972742459,0.0,50000,726.4161624578371,209.9077272883081,1,0.0004796596284125873,0.0005826183215445745,0,1
6,0,3.416133354345159,3.373142028828193,0,0.4684060103300428,1.5287999622797486,0.032405087164716136,3479.187933043069,34.79187933043069,0.0,85.49904266007087,1.0752550907303429,30715.117647612045,91058.15407665262,4980.618979272238,11129.290319319767,82568.80940869899,3.8406462085824145,3.840646208582399,0.0,50000,726.4161624578371,383.73334175741877,1,0.0003370946446202744,0.0005209384770858929,0,1
7,0,3.1587982007882163,3.13146494321687,0,0.5045561833360038,1.514485048820083,0.04146515897463109,4530.677229016364,45.30677229016364,0.0,88.4814758787592,1.0752550907303429,30688.41955443803,90933.02634894072,5155.482774355359,10752.915470849908,82753.037426133,3.092249916971311,3.0922499169713067,0.0,50000,726.4161624578371,582.2458482393771,1,0.00043799501455743295,0.0004182497625300982,0,1
8,0,3.3805936972984236,3.3586732618069037,0,0.4704238480018117,1.6199852693715469,0.025307132513637202,2034.494339035303,20.34494339035303,0.0,78.43834238569565,1.1646647507396,30723.85046097834,91065.83360777123,5154.231423045186,10755.876977772523,83074.99629771386,2.3972501139647933,2.3972501139648053,0.0,50000,748.7685774601514,582.2458482393771,1,0.00019591881357363745,0.0003236694909171149,0,1
9,0,3.3344467668470616,3.25518626824855,0,0.48537929009208974,1.6235011871204015,0.02753239691164646,4396.742189714662,43.96742189714662,0.0,83.8909439931245,1.2525995945338932,30717.453345686376,91096.24170688084,5195.537605779935,10670.915247283052,83398.04153860119,2.60552144128608,2.605521441286069,0.0,50000,770.7522884087247,656.1353443592911,1,0.0004217597544114615,0.00035189119418084394,0,1
10,0,3.567266020506964,3.5957469664026642,0,0.43940800472417507,1.6404941073465935,0.03828740971303382,4278.218582300581,42.78218582300581,0.0,89.17933321030463,2.0272010502592512,31044.46086929599,91879.74296067991,5049.654995774521,10980.510445627535,83238.51522825744,2.5426531725517183,2.5426531725517285,0.0,50000,964.4026523400642,656.1353443592911,1,0.0004111768279930328,0.00034295179865937727,0,1
11,0,3.744751374132059,3.7818586652881936,0,0.41778398925957677,1.6544419284210565,0.0471151445702889,2662.543528064656,26.625435280646563,0.0,81.11939708053389,2.7532020937941946,31284.70429648039,92687.63139533802,4949.992469922859,11204.074791176,83339.67137742815,2.6842628111946785,2.684262811194661,0.0,50000,1145.9029132238,656.1353443592911,1,0.0002555847398059968,0.00036284044073683035,0,1
12,0,2.683402059111979,2.6814904765997047,0,0.5892245427638205,1.273596996722494,0.1939259514414595,2253.0051887958716,22.530051887958717,0.0,75.31924438007452,2.7532020937941946,31262.51350299833,92514.04753243066,5130.849401651919,10810.43052458311,83379.67137742815,2.181434164408504,2.181434164408495,0.0,50000,1145.9029132238,882.3874262374896,1,0.00021616829633183576,0.00029430995471028845,0,1
13,0,2.49347180011677,2.480643165534876,0,0.6369315917548829,1.280817523904932,0.1893559975285241,2765.6693981042226,27.656693981042228,0.0,77.45141826663837,2.7532020937941946,31225.161318808536,92255.18865251204,5338.09700569146,10392.108244583467,83419.67137742815,1.8272127077228864,1.8272127077228961,0.0,50000,1145.9029132238,1181.9253682579501,1,0.00026522946949441596,0.0002456608352107495,0,1
14,0,2.3820940077966974,2.3529963413114072,0,0.671484257013086,1.2889510523039214,0.1842081947443536,2063.121417819587,20.63121417819587,0.0,75.7014451964792,2.7532020937941946,31181.81727776136,92051.45823337165,5479.057439706621,10125.776205520035,83459.67137742815,1.685723884158278,1.6857238841582745,0.0,50000,1145.9029132238,1421.317533005807,1,0.0001977598410125121,0.0002263858689462546,0,1
15,0,2.2047809256183384,2.2185155008810176,0,0.7121879470179722,1.286116412718289,0.18600227043146275,1745.7223908949368,17.45722390894937,0.0,72.67581533866105,2.7532020937941946,31146.15884559393,91890.32019593372,5689.170305389271,9752.90731684646,83108.65055633111,1.5674286193031643,1.567428619303164,0.0,50000,1145.9029132238,1613.0844740085117,1,0.00016804242438870406,0.00021034391163187737,0,1
16,0,1.9829272967796012,1.977882707194507,0,0.7988340229947828,1.2177765267453498,0.22925536281939893,1683.926600692261,16.83926600692261,0.0,71.99247670331754,2.7532020937941946,31129.56117755555,91740.15652373257,5837.687578356146,9505.611082955465,83148.65055633111,1.3159605520739155,1.3159605520739064,0.0,50000,1145.9029132238,1787.6570118643303,1,0.00016201601247168223,0.0001759394259576328,0,1
17,0,2.0331791856839097,2.0400168757074604,0,0.774503396915317,1.3622425100981277,0.13782119614042554,3666.2490909418393,36.662490909418395,0.0,79.84469834262644,2.7532020937941946,31111.953502141092,91506.1518632918,6097.937792587152,9101.316471610031,83188.65055633111,1.6961003097935334,1.6961003097935357,0.0,50000,1145.9029132238,2050.4693981542487,1,0.00035257204596285575,0.00022754349427441401,0,1
18,0,2.030677341177686,2.01776952531277,0,0.7830428501268437,1.4296462882787007,0.09516057703879709,3064.456542684662,30.644565426846622,0.0,82.36167129066239,2.7532020937941946,31094.230671116726,91374.57651278429,6251.121023732184,8879.12620340241,83342.25152978915,2.004015274061551,2.0040152740615644,0.0,50000,1145.9029132238,2214.5571847036567,1,0.0002941563479685287,0.0002695814688010222,0,1
19,0,2.126905447780057,2.105621837473355,0,0.7503721569946882,1.5553701837911518,0.015588491271422974,2905.8362600667156,29.058362600667156,0.0,80.88541749376516,2.7532020937941946,31085.46941788062,91360.60838319777,6371.170525883606,8712.31648996116,83533.79503278843,2.286222932936227,2.286222932936241,0.0,50000,1145.9029132238,2264.3595819403004,1,0.00027829084110699156,0.000308339745012792,0,1
20,0,2.0564419975128967,2.0577315388954585,0,0.767835828014818,1.5513181580689108,0.018153064513347625,2055.3914342508097,20.553914342508097,0.0,76.48489254829651,2.7532020937941946,31055.7219570389,91319.51052716094,6471.155475221447,8578.224797063052,83749.608964028,1.9040416130359583,1.9040416130359668,0.0,50000,1145.9029132238,2334.461358342213,1,0.00019633681491061178,0.000256261334662044,0,1
21,0,2.0470115144675614,2.0619728134469644,0,0.7662564655053533,1.5630594532586004,0.010721865026202319,2323.2310989010634,23.232310989010635,0.0,76.38023304190295,2.799666715772216,31058.44679633428,91344.27385614064,6510.718593153792,8526.557259136376,83867.47932574485,1.7274190927003827,1.7274190927003756,0.0,50000,1157.5190687183053,2350.0996561698125,1,0.0002216097221548806,0.00023207912605749465,0,1
22,0,2.029594274420542,2.0248051687336575,0,0.7803219906773327,1.5729545490321328,0.0044591461821944555,2734.7505566112204,27.347505566112204,0.0,79.24803750696977,2.799666715772216,31028.752192836157,91303.41863440022,6559.395213389904,8463.633597645483,83952.48132339997,1.6855842039264064,1.6855842039264217,0.0,50000,1157.5190687183053,2415.956379508232,1,0.00026059985491806703,0.0002261821306611865,0,1
23,0,2.1185795148604845,2.1115078734310315,0,0.7482804207746696,1.5914525582071546,0.0072484545614902,1998.54444192705,19.9854444192705,0.0,77.048498741169,2.9872537670034,31200.271487233993,91563.87450878613,6458.128940024434,8597.21491922882,83717.61222631135,1.671685984456647,1.671685984456658,0.0,50000,1204.4158315261013,2415.956379508232,1,0.00019097959330463885,0.00022439639012586214,0,1
24,0,2.037872017460769,2.055411712768399,0,0.7687024405791311,1.5679023119370508,0.007656764596803359,4297.7030410915695,42.977030410915695,0.0,85.12192055592153,2.9872537670034,31191.841196919286,91538.54125224781,6536.083092198009,8495.236428941209,84043.76479460268,2.131268547290719,2.1312685472907367,0.0,50000,1204.4158315261013,2473.166876332914,1,0.00040909191077718776,0.00028689045299996457,0,1
25,0,1.79643692883137,1.8250748123002012,0,0.8657179362465008,1.434045564347639,0.09237622509643101,1589.9561644521984,15.899561644521985,0.0,77.20018613312274,2.9872537670034,31162.97549484644,91465.55080010963,6657.887383582085,8340.372901127628,83824.48145692743,1.8630271081903778,1.8630271081903687,0.0,50000,1204.4158315261013,2573.016697867394,1,0.00015174146137907792,0.0002506043218203015,0,1
26,0,1.6230860370310265,1.6035068852341088,0,0.9853403278460655,1.3929849710954103,0.11836394234467706,2179.5523025415737,21.795523025415736,0.0,73.95116878804617,2.9872537670034,31131.347612920017,91340.33701525169,6903.779972338331,8044.185047470475,83295.44961961544,1.9064748645255054,1.9064748645254976,0.0,50000,1204.4158315261013,2723.6065684275172,1,0.0002093321844105449,0.0002567218521889369,0,1
27,0,1.6398894338779573,1.6118010046538136,0,0.9802698940117339,1.4494210933261062,0.08264487764170494,2184.6271170257037,21.846271170257037,0.0,75.80689838488051,2.9872537670034,31102.956038031938,91243.66975977179,7006.281653831397,7926.976713527138,83116.84277032867,1.4235605673859102,1.423560567385916,0.0,50000,1204.4158315261013,2838.5953067638184,1,0.00021027046208310301,0.00019044803595757529,0,1
28,0,1.5486121150665568,1.5439245089728466,0,1.0233660977706442,1.433818191048379,0.09252013224786147,2008.242771999908,20.08242771999908,0.0,75.48736201576102,2.9872537670034,31057.953088291863,91128.21778758251,7171.143441297499,7745.2773869143075,83294.73756386983,1.5234547787824115,1.523454778782416,0.0,50000,1204.4158315261013,2972.8182929222853,1,0.00019288063863194253,0.0002041610950418635,0,1
29,0,1.6899484995599392,1.7190034537399903,0,0.9191371876318433,1.5502243278404026,0.01884536212632748,2618.237453363808,26.182374533638082,0.0,78.23534151044845,2.9872537670034,31062.943623016006,91125.29491410714,7138.11162555563,7781.480921605689,83208.37557719383,1.6278583184783992,1.6278583184784159,0.0,50000,1204.4158315261013,2995.952566203832,1,0.000251728260305702,0.00021829312034024918,0,1
30,0,1.5878156652002107,1.6125766156746602,0,0.9797984074939404,1.4830102481344778,0.06138591890222929,2013.0837153123662,20.13083715312366,0.0,77.35343279961413,2.9872537670034,31035.97724832468,91056.85165582957,7202.955820138275,7711.993967234873,82513.10980865662,1.5910302009329969,1.5910302009329909,0.0,50000,1204.4158315261013,3083.6508369859716,1,0.00019517710288516305,0.00021326200060760252,0,1
31,0,1.5054462933136454,1.5285410875132461,0,1.033665377337335,1.452574723002303,0.08064890949221337,2049.5205352795656,20.495205352795658,0.0,76.69856852583084,2.9872537670034,31011.049252399065,90975.47251024074,7321.377865429096,7587.865185122961,82020.78630476967,1.6080308182717886,1.6080308182717735,0.0,50000,1204.4158315261013,3183.75372935786,1,0.00019990254935270058,0.0002156026375145219,0,1
32,0,1.6790490133455205,1.685002647061005,0,0.9376839868802869,1.5793279447474937,0.00042535142563693285,2098.852313122898,20.98852313122898,0.0,77.78927420103156,3.029230813265858,31072.240096600006,91053.56029090933,7228.904662881605,7685.34824078022,81525.38181627782,1.4973526639894776,1.4973526639894792,0.0,50000,1214.910093091716,3186.9020078275444,1,0.00020595817070593144,0.00020034594098126504,0,1
33,0,1.5409683292340086,1.5443682463245665,0,1.0230720579500605,1.5048737471138887,0.04754826132032368,3204.7003866677383,32.047003866677386,0.0,82.83272991432425,3.029230813265858,31042.419243275395,90955.02239410355,7366.120765543791,7542.798079098201,81010.06723741195,1.7950030664775665,1.7950030664775716,0.0,50000,1214.910093091716,3305.813602091361,1,0.00031647428483434206,0.00024077833496432467,0,1
